source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,month,year
The Seattle Times,http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/#http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/,5872,2014-02-16 00:00:00,,"Golden Gardens Park Rd Seattle, WA 98117",There will be no Seattle-Everett passenger-train service on Sounder and Amtrak until early Wednesday. Mudslides at Seattle’s Golden Gardens Park on Sunday and in Edmonds on Monday have shut down the train service until then.,"Golden Gardens Park Rd Seattle, WA 98117",5km,mudslide,unknown,medium,above_road,0.0,0.0,,,,glc,5872.0,United States,US,Washington,53007.0,Shoreline,8.68947,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4021,47.689,2,2014
komonews,http://www.komonews.com/news/local/76229917.html,1344,2009-11-27 00:00:00,,"Chuckanut Drive both lane closed,  near Spokane Street","BELLINGHAM, Wash. -- Two mudslides are blocking both lanes of State Route 11, also known as Chuckanut Drive. One slide occurred three miles south of the Whatcom-Skagit County line, and the other is seven miles north of that near Spokane Street.","Chuckanut Drive both lane closed,  near Spokane Street",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,1344.0,United States,US,Washington,80885.0,Bellingham,6.91135,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4957,48.6976,11,2009
Oregon DOT,,8837,2011-01-17 03:38:00,,"US 395, milepost 69",,"US 395, milepost 69",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8837.0,United States,US,Oregon,1744.0,John Day,58.92988,07/08/2016 05:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.9956,44.9454,1,2011
Oregon DOT,,8666,2012-02-20 15:06:00,,"OR 126, milepost 15",,"OR 126, milepost 15",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8666.0,United States,US,Oregon,8466.0,Florence,20.91964,07/07/2016 06:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8481,44.0319,2,2012
Q13 Fox,http://q13fox.com/2014/08/21/breaking-floods-mudslides-cut-several-roads-reportedly-damage-homes/,6302,2014-08-21 23:00:00,,State Route 153 near milepost 26,"Rogers said while they have not heard of any reports of anyone who is trapped or was hurt, both still remain top concerns.",State Route 153 near milepost 26,5km,debris_flow,downpour,medium,burned_area,0.0,0.0,,http://tribkcpq.files.wordpress.com/2014/08/mudslide-1.jpg,,glc,6302.0,United States,US,Washington,2370.0,Brewster,30.3241,12/17/2014 03:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.0646,48.2873,8,2014
Katu 2,http://katu.com/news/local/landslides-close-part-of-cornell-road-in-nw-portland,9007,2015-12-07 00:00:00,,Northwest Cornell Road,http://katu.com/news/local/landslides-close-part-of-cornell-road-in-nw-portland,Northwest Cornell Road,1km,landslide,unknown,small,above_road,0.0,0.0,,http://static-26.sinclairstoryline.com/resources/media/8b5a2e33-ed4f-4c8e-bb00-e7147c71fc94-large16x9_LandslideNWCornellRoadPhotofromMikeWarner.jpg?1449510501447,,glc,9007.0,United States,US,Oregon,583776.0,Portland,2.87107,07/18/2016 03:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7106,45.5325,12,2015
Peninsula Daily News,http://www.peninsuladailynews.com/article/20150324/news/303249993/mudslide-narrows-state-highway-112-near-neah-bay-to-1-lane-for-about,6915,2015-03-23 08:00:00,,Highway 112 5.6 miles southeast of Neah Bay,A mudslide reduced state Highway 112 to one-lane traffic for about five hours Monday morning.,Highway 112 5.6 miles southeast of Neah Bay,5km,mudslide,unknown,small,above_road,0.0,0.0,5.6 miles southeast of Neah Bay,http://www.peninsuladailynews.com/apps/pbcsi.dll/bilde?Site=PT&Date=20150324&Category=NEWS&ArtNo=303249993&Ref=AR&maxw=350,,glc,6915.0,United States,US,Washington,3532.0,Forks,45.74035,05/23/2015 01:38:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.523,48.3475,3,2015
Oregon DOT,,8283,2014-11-05 14:22:00,,"OR 224, milepost 31",,"OR 224, milepost 31",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8283.0,United States,US,Oregon,2695.0,Estacada,10.38937,07/05/2016 07:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.242,45.2222,11,2014
NBC Bay Area,http://www.nbcbayarea.com/news/local/Wrecks-Floods-Mudslides-Rain-Pounds-California-284455081.html,6409,2014-12-02 09:00:00,,Redwood City,CHP tweeted that it had more than 400 calls for collisions during the morning commute including a mudslide in Redwood City,Redwood City,10km,mudslide,rain,small,unknown,0.0,0.0,,,,glc,6409.0,United States,US,California,76815.0,Redwood City,0.09957,12/03/2014 09:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2364,37.4861,12,2014
Oregon DOT,,8239,2014-12-25 05:29:00,,"OR 22, milepost 9",,"OR 22, milepost 9",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8239.0,United States,US,Oregon,1855.0,Mill City,38.8203,07/05/2016 05:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.9962,44.6908,12,2014
Oregon DOT,,8272,2014-12-04 11:49:00,,"Historic Columbia River Highway, milepost 20",,"Historic Columbia River Highway, milepost 20",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8272.0,United States,US,Oregon,1144.0,Cascade Locks,17.12145,07/05/2016 06:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0776,45.5891,12,2014
Oregon DOT,,8071,2015-12-13 06:53:00,,"OR 255, milepost 362",,"OR 255, milepost 362",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8071.0,United States,US,Oregon,6336.0,Brookings,3.88878,06/30/2016 07:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.3122,42.0806,12,2015
nbcsandiego,http://www.nbcsandiego.com/news/local/Mudslide-Damages-RB-Homes.html,937,2008-12-17 00:00:00,,"Rancho Bernardo, 17000 block of Alva, San Diego","Wall of mud and water rushed through condo in evening, mud measured 2 feet high","Rancho Bernardo, 17000 block of Alva, San Diego",5km,mudslide,rain,small,unknown,,,,,,glc,937.0,United States,US,California,3148.0,Fairbanks Ranch,8.33509,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.105,33.023,12,2008
Oregon DOT,,8459,2013-08-03 12:41:00,,"US 395, milepost 90",,"US 395, milepost 90",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8459.0,United States,US,Oregon,1744.0,John Day,35.5741,07/06/2016 05:46:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.1038,44.7174,8,2013
Oregon DOT,,8823,2011-03-13 11:18:00,,"OR 138, milepost 42",,"OR 138, milepost 42",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8823.0,United States,US,Oregon,1795.0,Glide,33.06493,07/08/2016 05:35:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6946,43.322,3,2011
seattletimes.nwsource,http://seattletimes.nwsource.com/html/localnews/2014660173_apwamudslides.html,3329,2011-04-01 11:45:00,,"Mukilteo, WA","A mudslide has hit railroad tracks again near Mukilteo. Burlington Northern Santa Fe spokesman Gus Melonas says a slide at 11:45 a.m. Friday covered both sets of mainline tracks. Equipment was already at the scene from multiple slides this rainy season, and the tracks have reopened to freight traffic.","Mukilteo, WA",5km,mudslide,continuous_rain,small,unknown,0.0,,,,,glc,3329.0,United States,US,Washington,20254.0,Mukilteo,1.03989,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2935,47.9502,4,2011
The Chronical,http://www.chronline.com/crime/landslide-blocks-u-s-highway-at-porter/article_c386941c-c5d5-11e5-8d03-0f6dfcb10021.html,9255,2016-01-28 00:00:00,,U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County,"A landslide is fully blocking U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County, according to the Washington State Patrol. At about 5:30 a.m., the Washington State Department of Transportation and the State Patrol were at the scene of the slide, according to Trooper Russ Winger. The DOT was waiting for daylight to assess the stability of the landslide, Winger wrote in a Twitter post. Traffic is being diverted around the slide.",U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County,1km,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,9255.0,United States,US,Washington,3107.0,Elma,9.22475,08/01/2016 03:25:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.32,46.9469,1,2016
kgw,http://www.kgw.com/news/Storm-causes-landslide--174289951.html,4587,2012-10-15 00:00:00,,"Lower Macleay Trail, Forest Park, Oregon",Crews with the Portland Parks and Recreation Bureau were forced to close down the popular Lower Macleay Trail in Forest Park due to a landslide on Monday.The soil holding a huge root ball gave way sending the stump and the saturated soil around it sliding down the hillside and over the trail.The slide is about a half mile from Lower Macleay Park.,"Lower Macleay Trail, Forest Park, Oregon",5km,landslide,downpour,medium,unknown,,,,,,glc,4587.0,United States,US,Oregon,583776.0,Portland,3.4776,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7193,45.5313,10,2012
Patch,http://patch.com/california/lagunaniguel-danapoint/landslide-closes-pch-dana-point,7164,2015-04-09 00:00:00,,"Pacific Coast Highway in Dana Point, near Camino Capistrano","The slide was reported about 5:45 p.m. in the vicinity of Camino Capistrano, and the highway was closed in both directions","Pacific Coast Highway in Dana Point, near Camino Capistrano",1km,landslide,rain,small,above_road,0.0,0.0,,,,glc,7164.0,United States,US,California,63522.0,San Clemente,3.51047,07/13/2015 03:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.6454,33.4418,4,2015
Oregon DOT,,8013,2016-01-18 11:07:00,,"OR 38, milepost 31",,"OR 38, milepost 31",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8013.0,United States,US,Oregon,1151.0,Drain,27.81245,06/30/2016 05:25:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.6626,43.6412,1,2016
Oregon DOT,,8607,2012-03-30 16:24:00,,"OR 228, milepost 19",,"OR 228, milepost 19",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8607.0,United States,US,Oregon,8925.0,Sweet Home,3.36703,07/07/2016 04:51:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7696,44.379,3,2012
kezi.com,http://kezi.com/news/local/201949,3019,2011-01-16 09:00:00,,"just east of Sweet Home, OR","CASCADIA, Ore. -- All the rain that's poured down in western Oregon has made some hillsides very weak, causing a mudslide just East of Sweet Home.  The slide knocked down several trees and closed a major roadway. It was a tiring effort full of scooping, cutting and dumping in the hopes of clearing a section of Highway 20. A mass of ground lay spilled across the road after the soggy mud on a hillside in Cascadia gave way early Sunday morning. ""It didn't register at first because you don't expect a hillside to come down across the road in front of you,"" said Chuck Stevens, who witnessed the slide. Oregon transportation officials have closed U.S. Highway 20 due to a landslide at milepost 44, about 17 miles east of Sweet Home.","just east of Sweet Home, OR",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3019.0,United States,US,Oregon,8925.0,Sweet Home,8.37512,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6312,44.4014,1,2011
Oregon Live,http://kezi.com/page/169023,1683,2010-04-06 09:00:00,,"Siletz highway, northeast of Toledo","A landslide shut down Siletz highway Tuesday morning.  . . . While Oregon's landscape provides us with a natural beauty, carving roads through it inevitably creates some dangers, especially in rural areas, where rain, steep terrain, and strong winds tend to produce the perfect landslide storm if you will. . . . Others, like the one that shut down the Siletz Highway for a few hours Tuesday morning, need a little more man-power. In this case, a 10-man crew was needed to get things back in order.","Siletz highway, northeast of Toledo",10km,landslide,rain,medium,above_road,0.0,,,,,glc,1683.0,United States,US,Oregon,2045.0,Lincoln Beach,7.94258,01/13/2016 09:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.949,44.6635,4,2010
News 10,http://ktvl.com/news/local/mudslides-begin-to-hit-oregon-coast,9019,2015-12-09 00:00:00,,north Gold Beach,"Curry County's Roadmaster, Doug Robbins, said crews were very busy cleaning up after a mudslide in north Gold Beach.  Crews were also doing a lot of preventative storm damage work. News10 checked in with the city of Brookings, and its Public Works Department was doing the same.  ""Curry County's known for them,"" Robbins said. We've got a lot of small slides along our road system. They can happen at anytime.""  Public Works in Gold Beach and Brookings said it has not gotten many calls yet, but again, that could change as the storm grows.",north Gold Beach,5km,mudslide,rain,small,unknown,0.0,0.0,,,,glc,9019.0,United States,US,Oregon,2253.0,Gold Beach,0.84582,07/18/2016 06:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.4205,42.4149,12,2015
Oregon DOT,,8139,2015-12-07 12:32:00,,"OR 47, milepost 41.1",,"OR 47, milepost 41.1",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8139.0,United States,US,Oregon,3742.0,Lafayette,3.87693,07/01/2016 03:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.1632,45.2514,12,2015
Oregon DOT,,8274,2014-11-30 15:22:00,,"OR 37, milepost 15",,"OR 37, milepost 15",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8274.0,United States,US,Oregon,16612.0,Pendleton,22.50796,07/05/2016 06:52:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.9067,45.857,11,2014
b-townblog,http://www.b-townblog.com/2010/12/14/video-scenes-from-storm-damage-in-seahurst-park/,2843,2010-12-12 00:00:00,,"Seahurst Park, Burien, WA","This last weekend’s “Pineapple Express” storm, which unleashed a record total of nearly 1.42 inches of rain in 24 hours at Sea-Tac Airport, did a considerable amount of damage to the Burien area, including at Seahurst Park.  Our friends at Burien Parks put together the following video showing the extent of damages at the park:","Seahurst Park, Burien, WA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,2843.0,United States,US,Washington,33313.0,Burien,1.32892,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.359,47.479,12,2010
KIRO,http://www.kirotv.com/news/news/snow-triggers-rockslides-closes-eb-i-90-over-snoqu/npjSk/,7394,2015-12-14 09:00:00,,Snoqualmie Pass,"Sometime over night, snow that fell over the weekend created a small avalanche. Since Friday morning, 13 1/2  inches of snow has fallen.",Snoqualmie Pass,5km,rock_fall,snowfall_snowmelt,small,above_road,0.0,0.0,,http://media.cmgdigital.com/shared/img/photos/2015/12/14/d5/42/CWMmbhyUYAAGfQC.jpg,,glc,7394.0,United States,US,Washington,1018.0,Tanner,24.43604,12/15/2015 08:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.4332,47.4186,12,2015
TripAdvisor,https://www.tripadvisor.com/LocationPhotoDirectLink-g61000-d139183-i22004198-Half_Dome-Yosemite_National_Park_California.html,7658,2009-10-08 00:00:00,,Half Dome,Rockslide across from Half Dome,Half Dome,5km,other,unknown,medium,natural_slope,0.0,0.0,,https://media-cdn.tripadvisor.com/media/photo-s/01/4f/c1/e6/yosemite-national-park.jpg,,glc,7658.0,United States,US,California,1035.0,Yosemite Valley,2.63938,04/27/2016 10:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.5585,37.7589,10,2009
Oregon DOT,,8034,2015-12-21 12:35:00,,"US 101, milepost 129.4",,"US 101, milepost 129.4",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8034.0,United States,US,Oregon,1398.0,Depoe Bay,2.53954,06/30/2016 06:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.0707,44.7862,12,2015
Oregon DOT,,8406,2014-01-10 10:11:00,,"OR 3, milepost 2",,"OR 3, milepost 2",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8406.0,United States,US,Oregon,1251.0,Asotin,43.63517,07/06/2016 03:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.2619,45.9759,1,2014
NBC San Diego,http://www.nbcsandiego.com/news/local/College-Heights-Dorothy-Way-Backyard-Large-Sinkhole-374784761.html,9387,2016-04-06 09:00:00,,5600 block of Dorothy Way,SDFD Capt. Joe Amador told NBC 7 the mudslide is approximately 40 feet wide and goes about 150 feet down from the property into the ravine. He said some parts of the home's yard slid into the ravine.,5600 block of Dorothy Way,exact,mudslide,other,medium,urban,0.0,0.0,,,,glc,9387.0,United States,US,California,57065.0,La Mesa,4.79049,08/03/2016 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.0727241,32.76766801,4,2016
Oregon DOT,,8382,2014-02-14 18:53:00,,"OR 224, milepost 35",,"OR 224, milepost 35",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8382.0,United States,US,Oregon,2695.0,Estacada,15.28726,07/06/2016 03:13:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.1948,45.1932,2,2014
Maple Valley Reporter,http://www.maplevalleyreporter.com/news/259251131.html,6017,2014-05-10 10:00:00,,"Maple Valley, Washington",Tons of earth cascaded down towards multiple Maple Valley area homes and property during a mudslide Saturday that was estimated to be about 300 feet high and 300 feet across at the base. And state geologists said the land is not yet done sliding. Firefighters of Maple Valley Fire and Life Safety were dispatched the 21300 block of 221 Avenue Southeast just after 10:00 a.m. They found the mudslide had completely blocked the flow of water in the Cedar River and had forced the river over its banks and through private property. Six homes and one additional property were affected in the semi-rural area. There were no reported injuries.,"Maple Valley, Washington",exact,mudslide,rain,medium,above_river,0.0,0.0,,,,glc,6017.0,United States,US,Washington,22684.0,Maple Valley,3.39821,01/13/2016 11:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0488,47.413,5,2014
